"element","sp_num","obs_wl_air(nm)","unc_obs_wl","ritz_wl_air(nm)","unc_ritz_wl","wn(cm-1)","intens","Aki(s^-1)","Acc","Ei(cm-1)","Ek(cm-1)","conf_i","term_i","J_i","conf_k","term_k","J_k","Type","tp_ref","line_ref","","wavenumber_cm","ell","wavenumber_source"
"Mn","2","248.070","0.0015","248.0703","0.0003","40299.0","10","","","27547.26","67846.24","3d5.(4G).4s","a 5G","6","3d5.(4G).4p","z 3H*","5","","","L562","",40299,10.6040819337311,"wn(cm-1)"
"Mn","2","247.9354","0.0006","247.9351","0.0004","40320.90","20","2.3e+08","C","65847.03","106167.98","3d5.(4G).4p","z 5H*","7","3d5.(4G).4d","e 5H","7","","c88","L562","",40320.9,10.6046252239247,"wn(cm-1)"
"Mn","2","247.9284","0.0006","247.92851","0.00018","40322.03","20","5.2e+05","D+","27588.53","67910.56","3d5.(4G).4s","a 5G","3","3d5.(4G).4p","z 3H*","4","","T7259","L562","",40322.03,10.6046532487001,"wn(cm-1)"
"Mn","2","247.9204","0.0006","247.9212","0.0004","40323.34","2","","","65847.03","106170.25","3d5.(4G).4p","z 5H*","7","3d5.(4G).4d","e 5H","6","","","L562","",40323.34,10.604685736616,"wn(cm-1)"
"Mn","2","247.905","0.0015","","","40325.9","18","","","","","","","","","","","","","L562","",40325.9,10.6047492214052,"wn(cm-1)"
"Mn","2","247.8985","0.0006","247.89813","0.00018","40326.89","20","7.5e+05","D+","27583.59","67910.56","3d5.(4G).4s","a 5G","4","3d5.(4G).4p","z 3H*","4","","T7259","L562","",40326.89,10.6047737710829,"wn(cm-1)"
"Mn","2","247.848","0.0015","247.84755","0.00018","40335.1","18","","","49465.15","89800.35","3d5.(2G).4s","c 3G","3","3d5.(b 2F).4p","t 3F*","4","","","L562","",40335.1,10.6049773366044,"wn(cm-1)"
"Mn","2","247.841","0.0015","247.8408","0.0003","40336.3","20","","","48436.05","88772.35","3d5.(2H).4s","b 3H","6","3d5.(a 2G).4p","3G*","5","","","L562","",40336.3,10.6050070869248,"wn(cm-1)"
"Mn","2","247.8284","0.0006","247.82860","0.00018","40338.29","15","","","43537.186","83875.47","3d5.(4F).4s","a 5F","4","3d5.(4F).4p","x 3G*","4","","","L562","",40338.29,10.6050564209221,"wn(cm-1)"
"Mn","2","247.795","0.0015","247.79538","0.00025","40343.7","1","","","66542.539","106886.23","3d5.(4G).4p","z 5F*","5","3d5.(4D).5s","g 5D","4","","","L562","",40343.7,10.6051905276789,"wn(cm-1)"
"Mn","2","247.7185","0.0006","","","40356.21","15","","","","","","","","","","","","","L562","",40356.21,10.6055005652019,"wn(cm-1)"
"Mn","2","247.704","0.0015","247.70302","0.00025","40358.6","1","","","67812.087","108170.82","3d5.(4G).4p","z 3F*","3","3d5.(4D).5s","e 3D","2","","","L562","",40358.6,10.6055597860562,"wn(cm-1)"
"Mn","2","247.683","0.0015","247.68267","0.00025","40362.1","5","","","29869.42","70231.468","3d6","a 3P","2","3d5.(4D).4p","y 5F*","2","","","L562","",40362.1,10.6056465048285,"wn(cm-1)"
"Mn","2","247.602","0.0015","247.60178","0.00018","40375.2","15","","","43537.186","83912.42","3d5.(4F).4s","a 5F","4","3d5.(4F).4p","x 3G*","5","","","L562","",40375.2,10.6059710140731,"wn(cm-1)"
"Mn","2","247.5751","0.0006","","","40379.58","8","","","","","","","","","","","","","L562","",40379.58,10.606079490624,"wn(cm-1)"
"Mn","2","247.5498","0.0006","247.54951","0.00018","40383.70","30","","","43528.661","83912.42","3d5.(4F).4s","a 5F","5","3d5.(4F).4p","x 3G*","5","","","L562","",40383.7,10.6061815171887,"wn(cm-1)"
"Mn","2","247.5095","0.0006","","","40390.28","10","","","","","","","","","","","","","L562","",40390.28,10.6063444409424,"wn(cm-1)"
"Mn","2","247.4967","0.0006","247.4968","0.0003","40392.37","50","","","38720.26","79112.62","3d6","a 1I","6","3d5.(2I).4p","z 1H*","5","","","L562","",40392.37,10.6063961847265,"wn(cm-1)"
"Mn","2","247.4890","0.0006","247.48955","0.00025","40393.62","30","","","30684.96","71078.501","3d6","a 3P","1","3d5.(4P).4p","z 3D*","1","","","L562","",40393.62,10.6064271306864,"wn(cm-1)"
"Mn","2","247.3691","0.0006","247.3694","0.0004","40413.21","10","2.1e+07","D","65754.82","106167.98","3d5.(4G).4p","z 5H*","6","3d5.(4G).4d","e 5H","7","","c88","L562","",40413.21,10.6069119907009,"wn(cm-1)"
"Mn","2","247.3625","0.0006","247.3627","0.0003","40414.30","5","","","65754.82","106169.07","3d5.(4G).4p","z 5H*","6","3d5.(4G).4d","e 5H","5","","","L562","",40414.3,10.6069389617161,"wn(cm-1)"
"Mn","2","247.3556","0.0006","247.3555","0.0003","40415.41","30","1.8e+08","C","65754.82","106170.25","3d5.(4G).4p","z 5H*","6","3d5.(4G).4d","e 5H","6","","c88","L562","",40415.41,10.6069664268647,"wn(cm-1)"
"Mn","2","247.306","0.0015","247.30617","0.00007","40423.5","2","","","29919.444","70342.936","3d5.(4P).4s","a 5P","2","3d5.(4D).4p","y 5F*","3","","","L562","",40423.5,10.6071665780055,"wn(cm-1)"
"Mn","2","247.2847","0.0006","247.2850","0.0004","40427.00","60","3.4e+07","D","38720.26","79147.22","3d6","a 1I","6","3d5.(2I).4p","z 1K*","7","","c88","L562","",40427,10.6072531575567,"wn(cm-1)"
"Mn","2","247.2581","0.0006","","","40431.35","5","","","","","","","","","","","","","L562","",40431.35,10.6073607531236,"wn(cm-1)"
"Mn","2","247.2374","0.0006","247.23712","0.00018","40434.74","25","","","33248.66","73683.44","3d5.(4G).4s","a 3G","4","3d5.(4D).4p","y 3F*","4","","","L562","",40434.74,10.6074445954363,"wn(cm-1)"
"Mn","2","247.214","0.0015","247.2097","0.0003","40438.6","1","","","48333.08","88772.35","3d5.(2H).4s","b 3H","5","3d5.(a 2G).4p","3G*","5","","","L562","",40438.6,10.6075400533462,"wn(cm-1)"
"Mn","2","247.1979","0.0006","","","40441.19","10","","","","","","","","","","","","","L562","",40441.19,10.607604099012,"wn(cm-1)"
"Mn","2","247.125","0.0015","247.12330","0.00007","40453.1","5","","","29889.534","70342.936","3d5.(4P).4s","a 5P","3","3d5.(4D).4p","y 5F*","3","","","L562","",40453.1,10.6078985573746,"wn(cm-1)"
"Mn","2","247.116","0.0015","247.1165","0.0003","40454.5","3","","","48317.83","88772.35","3d5.(2H).4s","b 3H","4","3d5.(a 2G).4p","3G*","5","","","L562","",40454.5,10.6079331647539,"wn(cm-1)"
"Mn","2","247.0849","0.0006","","","40459.68","10","","","","","","","","","","","","","L562","",40459.68,10.6080612016445,"wn(cm-1)"
"Mn","2","247.033","0.0015","247.0328","0.0003","40468.2","5","","","44899.851","85368.07","3d5.(2F).4s","b 3F","3","3d5.(a 2F).4p","y 1D*","2","","","L562","",40468.2,10.6082717594901,"wn(cm-1)"
"Mn","2","247.001","0.002","247.00048","0.00024","40473.4","15D?","","","29869.42","70342.936","3d6","a 3P","2","3d5.(4D).4p","y 5F*","3","","","L562","",40473.4,10.6084002471901,"wn(cm-1)"
"Mn","2","246.960","0.0015","246.96046","0.00018","40480.1","1","","","43395.395","83875.47","3d5.(2D).4s","c 3D","3","3d5.(4F).4p","x 3G*","4","","","L562","",40480.1,10.608565774314,"wn(cm-1)"
"Mn","2","246.9292","0.0018","246.92907","0.00018","40485.18","30D?","","","49465.15","89950.37","3d5.(2G).4s","c 3G","3","3d5.(a 2G).4p","x 1F*","3","","","L562","",40485.18,10.6086912602015,"wn(cm-1)"
"Mn","2","246.8786","0.0006","","","40493.5","5","","","","","","","","","","","","","L562","",40493.5,10.608896746387,"wn(cm-1)"
"Mn","2","246.8409","0.0006","246.83953","0.00024","40499.68","5","","","73395.444","113895.35","3d5.(4D).4p","y 3D*","3","3d5.(6S).8s","5S","2","","","L562","",40499.68,10.6090493518288,"wn(cm-1)"
"Mn","2","246.8241","0.0006","246.82440","0.00012","40502.43","30","","","33278.73","73781.117","3d5.(4G).4s","a 3G","3","3d5.(4D).4p","y 3F*","3","","","L562","",40502.43,10.6091172512947,"wn(cm-1)"
"Mn","2","246.7978","0.0018","246.79721","0.00018","40506.75","70*","","","33278.73","73785.58","3d5.(4G).4s","a 3G","3","3d5.(4D).4p","y 3F*","2","","","L562","",40506.75,10.609223905874,"wn(cm-1)"
"Mn","2","246.784","0.0015","246.78417","0.00018","40509.0","10","","","49291.36","89800.35","3d6","b 1F","3","3d5.(b 2F).4p","t 3F*","4","","","L562","",40509,10.6092794506292,"wn(cm-1)"
"Mn","2","246.7757","0.0006","246.7755","0.0003","40510.38","15","1.6e+08","C","65658.65","106169.07","3d5.(4G).4p","z 5H*","5","3d5.(4G).4d","e 5H","5","","c88","L562","",40510.38,10.6093135165526,"wn(cm-1)"
"Mn","2","246.7682","0.0006","246.7683","0.0003","40511.61","5","3.4e+07","D","65658.65","106170.25","3d5.(4G).4p","z 5H*","5","3d5.(4G).4d","e 5H","6","","c88","L562","",40511.61,10.6093438786803,"wn(cm-1)"
"Mn","2","246.7546","0.0006","","","40513.84","5","","","","","","","","","","","","","L562","",40513.84,10.6093989231138,"wn(cm-1)"
"Mn","2","246.7044","0.0006","","","40522.08","15","","","","","","","","","","","","","L562","",40522.08,10.6096022897204,"wn(cm-1)"
"Mn","2","246.699","0.0015","246.69885","0.00018","40523.0","5","","","49427.371","89950.37","3d5.(2G).4s","c 3G","4","3d5.(a 2G).4p","x 1F*","3","","","L562","",40523,10.6096249931343,"wn(cm-1)"
"Mn","2","246.6723","0.0006","","","40527.35","3","","","","","","","","","","","","","L562","",40527.35,10.6097323338183,"wn(cm-1)"
"Mn","2","246.6415","0.0006","246.64128","0.00012","40532.42","80","4.6e+07","D","33248.66","73781.117","3d5.(4G).4s","a 3G","4","3d5.(4D).4p","y 3F*","3","","c88","L562","",40532.42,10.6098574266975,"wn(cm-1)"
"Mn","2","246.6214","0.0006","246.62136","0.00018","40535.72","100","5.2e+07","D","33147.71","73683.44","3d5.(4G).4s","a 3G","5","3d5.(4D).4p","y 3F*","4","","c88","L562","",40535.72,10.6099388396916,"wn(cm-1)"
"Mn","2","246.602","0.0015","246.60108","0.00012","40539.0","8","","","32857.27","73396.334","3d5.(4D).4s","b 5D","3","3d5.(4D).4p","y 3D*","2","","","L562","",40539,10.6100197527062,"wn(cm-1)"
"Mn","2","246.5944","0.0006","","","40540.14","10","","","","","","","","","","","","","L562","",40540.14,10.6100478733794,"wn(cm-1)"
"Mn","2","246.559","0.0015","246.55877","0.00018","40545.9","2","","","31761.21","72307.23","3d6","a 3F","2","3d5.(4D).4p","y 5D*","2","","","L562","",40545.9,10.6101899446906,"wn(cm-1)"
"Mn","2","246.541","0.0015","246.54195","0.00012","40548.9","2","","","32836.74","73385.525","3d5.(4D).4s","b 5D","1","3d5.(4D).4p","y 3D*","1","","","L562","",40548.9,10.6102639321719,"wn(cm-1)"
"Mn","2","246.522","0.0015","","","40552.0","2","","","","","","","","","","","","","L562","",40552,10.6103403801522,"wn(cm-1)"
"Mn","2","246.5075","0.0006","","","40554.4","30","","","","","","","","","","","","","L562","",40554.4,10.6103995616718,"wn(cm-1)"
"Mn","2","246.474","0.0015","246.47493","0.00024","40560.0","15","","","31761.21","72321.02","3d6","a 3F","2","3d5.(4D).4p","y 5D*","1","","","L562","",40560,10.6105376382651,"wn(cm-1)"
"Mn","2","246.457","0.0015","246.4565","0.0010","40562.8","10","","","40759.62","81322.46","3d6","a 1S","0","3d5.(a 2D).4p","x 3P*","1","","","L562","",40562.8,10.6106066694129,"wn(cm-1)"
"Mn","2","246.3923","0.0006","","","40573.42","20","","","","","","","","","","","","","L562","",40573.42,10.6108684513905,"wn(cm-1)"
"Mn","2","246.3277","0.0006","","","40584.05","10","","","","","","","","","","","","","L562","",40584.05,10.6111304112584,"wn(cm-1)"
"Mn","2","246.2409","0.0006","246.2408","0.0003","40598.35","20","1.6e+08","C","65566.03","106164.41","3d5.(4G).4p","z 5H*","4","3d5.(4G).4d","e 5H","4","","c88","L562","",40598.35,10.6114827043699,"wn(cm-1)"
"Mn","2","246.2276","0.0006","","","40600.59","8","","","","","","","","","","","","","L562","",40600.59,10.6115378775039,"wn(cm-1)"
"Mn","2","246.2125","0.0006","246.2125","0.0003","40603.03","10","3.8e+07","D","65566.03","106169.07","3d5.(4G).4p","z 5H*","4","3d5.(4G).4d","e 5H","5","","c88","L562","",40603.03,10.611597973347,"wn(cm-1)"
"Mn","2","246.1853","0.0018","246.18518","0.00012","40607.51","50D?","","","32787.90","73395.444","3d5.(4D).4s","b 5D","4","3d5.(4D).4p","y 3D*","3","","","L562","",40607.51,10.6117083038534,"wn(cm-1)"
"Mn","2","246.1525","0.0006","246.1534","0.0005","40612.92","20","","","41190.53","81803.31","3d5.(2I).4s","a 3I","6","3d5.(2I).4p","z 1I*","6","","","L562","",40612.92,10.6118415215675,"wn(cm-1)"
"Mn","2","246.131","0.0015","","","40616.6","0","","","","","","","","","","","","","L562","",40616.6,10.6119321290216,"wn(cm-1)"
"Mn","2","246.109","0.0015","246.1055","0.0006","40620.1","5","","","41182.62","81803.31","3d5.(2I).4s","a 3I","7","3d5.(2I).4p","z 1I*","6","","","L562","",40620.1,10.6120182969728,"wn(cm-1)"
"Mn","2","246.0694","0.0006","246.06946","0.00024","40626.65","40","","","48436.05","89062.69","3d5.(2H).4s","b 3H","6","3d5.(a 2G).4p","1H*","5","","","L562","",40626.65,10.6121795341919,"wn(cm-1)"
"Mn","2","246.059","0.0015","246.05804","0.00009","40628.2","1","","","29889.534","70518.06","3d5.(4P).4s","a 5P","3","3d5.(4G).4p","z 3G*","3","","","L562","",40628.2,10.6122176857607,"wn(cm-1)"
"Mn","2","246.026","0.0015","246.0245","0.0004","40633.8","5","","","53597.139","94231.20","3d6","c 3P","2","3d5.(2S).4p","3P*","2","","","L562","",40633.8,10.6123555115589,"wn(cm-1)"
"Mn","2","245.996","0.0015","245.99679","0.00024","40638.8","2","","","30684.96","71323.60","3d6","a 3P","1","3d5.(4D).4p","x 5P*","2","","","L562","",40638.8,10.6124785542574,"wn(cm-1)"
"Mn","2","245.956","0.0015","245.95715","0.00018","40645.3","8","","","31662.04","72307.23","3d6","a 3F","3","3d5.(4D).4p","y 5D*","2","","","L562","",40645.3,10.6126384871351,"wn(cm-1)"
"Mn","2","245.953","0.0015","245.9468","0.0012","40645.9","8i*","","","52718.905","93365.8","3d6","c 3P","0","3d4.(5D).4s.4p.(3P*)","w 3P*","1","","","L562","",40645.9,10.6126532488805,"wn(cm-1)"
"Mn","2","245.9135","0.0006","","","40652.40","3","","","","","","","","","","","","","L562","",40652.4,10.6128131538235,"wn(cm-1)"
"Mn","2","245.9042","0.0006","","","40653.94","10","","","","","","","","","","","","","L562","",40653.94,10.6128510352483,"wn(cm-1)"
"Mn","2","245.8935","0.0015","","","40655.70","0","","","","","","","","","","","","","L562","",40655.7,10.6128943265481,"wn(cm-1)"
"Mn","2","245.886","0.0015","245.88687","0.00010","40656.9","0","","","29889.534","70546.34","3d5.(4P).4s","a 5P","3","3d5.(4G).4p","z 3G*","4","","","L562","",40656.9,10.6129238422689,"wn(cm-1)"
"Mn","2","245.8733","0.0006","245.87354","0.00018","40659.05","30","6.e+07","D","49291.36","89950.37","3d6","b 1F","3","3d5.(a 2G).4p","x 1F*","3","","c88","L562","",40659.05,10.6129767224234,"wn(cm-1)"
"Mn","2","245.8577","0.0006","245.8577","0.0006","40661.62","60","6.0e+08","C","65847.03","106508.66","3d5.(4G).4p","z 5H*","7","3d5.(4G).4d","e 5I","8","","c88","L562","",40661.62,10.6130399289858,"wn(cm-1)"
"Mn","2","245.832","0.0015","245.8322","0.0007","40665.9","15i","","","73683.44","114349.29","3d5.(4D).4p","y 3F*","4","3d5.(6S).7d","7D","5","","","L562","",40665.9,10.6131451824106,"wn(cm-1)"
"Mn","2","245.8229","0.0006","","","40667.38","5","","","","","","","","","","","","","L562","",40667.38,10.6131815758771,"wn(cm-1)"
"Mn","2","245.7880","0.0006","245.7880","0.0004","40673.15","8","","","65847.03","106520.19","3d5.(4G).4p","z 5H*","7","3d5.(4G).4d","e 5I","7","","","L562","",40673.15,10.6133234485698,"wn(cm-1)"
"Mn","2","245.7785","0.0006","245.7784","0.0004","40674.72","20","1.8e+08","D","65483.12","106157.86","3d5.(4G).4p","z 5H*","3","3d5.(4G).4d","e 5H","3","","c88","L562","",40674.72,10.6133620482283,"wn(cm-1)"
"Mn","2","245.7390","0.0006","245.7389","0.0004","40681.26","10","","","65483.12","106164.41","3d5.(4G).4p","z 5H*","3","3d5.(4G).4d","e 5H","4","","","L562","",40681.26,10.6135228231342,"wn(cm-1)"
"Mn","2","245.6768","0.0006","","","40691.56","15","","","","","","","","","","","","","L562","",40691.56,10.613775978919,"wn(cm-1)"
"Mn","2","245.610","0.0015","245.6109","0.0003","40702.6","2","","","53017.188","93719.67","3d6","c 3P","1","3d5.(2S).4p","3P*","0","","","L562","",40702.6,10.6140472514542,"wn(cm-1)"
"Mn","2","245.5358","0.0006","","","40714.93","15","","","","","","","","","","","","","L562","",40714.93,10.6143501346317,"wn(cm-1)"
"Mn","2","245.5083","0.0006","","","40719.49","10","","","","","","","","","","","","","L562","",40719.49,10.614462126588,"wn(cm-1)"
"Mn","2","245.4646","0.0006","","","40726.75","5","","","","","","","","","","","","","L562","",40726.75,10.614640403695,"wn(cm-1)"
"Mn","2","245.426","0.0015","245.42677","0.00018","40733.1","10","","","31514.71","72247.73","3d6","a 3F","4","3d5.(4D).4p","y 5D*","3","","","L562","",40733.1,10.6147963087209,"wn(cm-1)"
"Mn","2","245.383","0.0015","","","40740.3","8","","","","","","","","","","","","","L562","",40740.3,10.6149730535239,"wn(cm-1)"
"Mn","2","245.3721","0.0006","","","40742.09","8","","","","","","","","","","","","","L562","",40742.09,10.6150169893977,"wn(cm-1)"
