"element","sp_num","obs_wl_air(nm)","unc_obs_wl","ritz_wl_air(nm)","unc_ritz_wl","wn(cm-1)","intens","Aki(s^-1)","Acc","Ei(cm-1)","Ek(cm-1)","conf_i","term_i","J_i","conf_k","term_k","J_k","Type","tp_ref","line_ref","","wavenumber_cm","ell","wavenumber_source"
"Ti","2","1894.3369","0.0011","1894.3373","0.0011","5277.451","38","","","74910.8726","80188.3226","3d2.(1D).4d","2G","7/2","3d2.(1D).5p","2F*","5/2","","","u37","",5277.451,8.57119849498018,"wn(cm-1)"
"Ti","2","1894.0111","0.0007","1894.0107","0.0006","5278.359","81","","","67606.1621","72884.5221","3d2.(3F).4d","e 2G","7/2","3d2.(3F).5p","2G*","7/2","","","u37","",5278.359,8.57137053293884,"wn(cm-1)"
"Ti","2","1888.515","0.002","1888.5139","0.0005","5293.721","18","","","65598.8926","70892.6160","3d2.(3F).4d","f 2F","7/2","3d.(2D).4s.4p.(1P*)","v 2F*","7/2","","","u37","",5293.721,8.57427668022715,"wn(cm-1)"
"Ti","2","1882.3834","0.0007","1882.3840","0.0008","5310.964","95","","","67822.5867","73133.5489","3d2.(3F).4d","e 2G","9/2","3d2.(3F).5p","2G*","9/2","","","u37","",5310.964,8.57752864201494,"wn(cm-1)"
"Ti","2","1865.1578","0.0007","1865.1576","0.0010","5360.013","53","","","74908.058","80268.0717","3d2.(1D).4d","2G","9/2","3d2.(1D).5p","2F*","7/2","","","u37","",5360.013,8.58672167943504,"wn(cm-1)"
"Ti","2","1840.290","0.002","1840.2891","0.0005","5432.443","16","","","65460.1706","70892.6160","3d2.(3F).4d","4D","7/2","3d.(2D).4s.4p.(1P*)","v 2F*","7/2","","","u37","",5432.443,8.60014421966873,"wn(cm-1)"
"Ti","2","1819.3815","0.0020","1819.3801","0.0005","5494.873","18bl","","","65397.7388","70892.6160","3d2.(3F).4d","4D","5/2","3d.(2D).4s.4p.(1P*)","v 2F*","7/2","","","u37","",5494.873,8.61157075465071,"wn(cm-1)"
"Ti","2","1812.469","0.002","1812.4687","0.0010","5515.829","15","","","76345.1973","81861.0276","3d2.(3P).4d","4D","7/2","3d2.(3F).4f","4G*","7/2","","","u37","",5515.829,8.6153772377075,"wn(cm-1)"
"Ti","2","1773.214","0.003","1773.2150","0.0008","5637.937","13","","","76496.2220","82134.1565","3d2.(3P).4d","4F","9/2","3d2.(3F).4f","4D*","7/2","","","u37","",5637.937,8.63727349743639,"wn(cm-1)"
"Ti","2","1763.033","0.002","1763.0333","0.0009","5670.495","12","","","76441.3150","82111.809","3d2.(3P).4d","4F","7/2","3d2.(3P).5p","4D*","5/2","","","u37","",5670.495,8.64303169449854,"wn(cm-1)"
"Ti","2","1738.8512","0.0006","1738.8545","0.0009","5749.353","520bl","","","66521.210","72270.5521","3d2.(3F).4d","2P","1/2","3d2.(3F).5p","4D*","1/2","","","u37","",5749.353,8.65684260572122,"wn(cm-1)"
"Ti","2","1717.6636","0.0012","1717.6638","0.0007","5820.272","28","","","76496.2220","82316.4935","3d2.(3P).4d","4F","9/2","3d2.(3P).5p","4D*","7/2","","","u37","",5820.272,8.66910227502861,"wn(cm-1)"
"Ti","2","1711.7982","0.0006","1711.7970","0.0012","5840.215","44bl","","","76311.242","82151.461","3d2.(3P).4d","4F","5/2","3d2.(3F).4f","2F*","7/2","","","u37","",5840.215,8.67252289021311,"wn(cm-1)"
"Ti","2","1689.6592","0.0014","1689.6591","0.0005","5916.737","20","","","67606.1621","73522.8997","3d2.(3F).4d","e 2G","7/2","3d2.(3F).5p","2F*","5/2","","","u37","",5916.737,8.68554039348874,"wn(cm-1)"
"Ti","2","1672.2917","0.0014","1672.2920","0.0006","5978.185","21","","","67822.5867","73800.7705","3d2.(3F).4d","e 2G","9/2","3d2.(3F).5p","2F*","7/2","","","u37","",5978.185,8.69587228916999,"wn(cm-1)"
"Ti","2","1642.9889","0.0011","1642.9836","0.0005","6084.806","27bl","","","56326.1371","62410.9628","3d.(2D).4s.4p.(3P*)","y 4P*","5/2","3d2.(3F).5s","e 4F","7/2","","","u37","",6084.806,8.71355012323714,"wn(cm-1)"
"Ti","2","1623.3517","0.0011","1623.3498","0.0006","6158.412","24","","","63169.0910","69327.5102","3d2.(3F).5s","e 2F","5/2","3d.(2D).4s.4p.(1P*)","v 2D*","3/2","","","u37","",6158.412,8.72557423108565,"wn(cm-1)"
"Ti","2","1622.2399","0.0016","1622.2405","0.0006","6162.633","18","","","68482.5767","74645.2073","3d2.(3F).4d","2D","5/2","3d2.(3F).5p","2D*","5/2","","","u37","",6162.633,8.72625940026816,"wn(cm-1)"
"Ti","2","1618.6575","0.0005","1618.6571","0.0004","6176.272","50","","","63446.0264","69622.3000","3d2.(3F).5s","e 2F","7/2","3d.(2D).4s.4p.(1P*)","v 2D*","5/2","","","u37","",6176.272,8.72847013218559,"wn(cm-1)"
"Ti","2","1611.3467","0.0013","1611.3466","0.0006","6204.294","21","","","74063.7771","80268.0717","3d2.(1D).4d","2F","7/2","3d2.(1D).5p","2F*","7/2","","","u37","",6204.294,8.73299691195505,"wn(cm-1)"
"Ti","2","1609.1652","0.0016","1609.1653","0.0008","6212.705","16","","","73975.618","80188.3226","3d2.(1D).4d","2F","5/2","3d2.(1D).5p","2F*","5/2","","","u37","",6212.705,8.73435166784839,"wn(cm-1)"
"Ti","2","1600.5046","0.0013","1600.5053","0.0003","6246.323","19","","","24961.1910","31207.5111","3d.4s2","c 2D","3/2","3d2.(3F).4p","z 2F*","5/2","","","u37","",6246.323,8.73974824960233,"wn(cm-1)"
"Ti","2","1593.2093","0.0005","1593.2092","0.0003","6274.925","442","","","65186.8680","71461.7932","3d2.(3F).4d","e 4H","7/2","3d2.(3F).5p","4G*","5/2","","","u37","",6274.925,8.74431681173732,"wn(cm-1)"
"Ti","2","1592.4758","0.0005","1592.4756","0.0003","6277.815","580","","","65308.4355","71586.2514","3d2.(3F).4d","e 4H","9/2","3d2.(3F).5p","4G*","7/2","","","u37","",6277.815,8.74477726898428,"wn(cm-1)"
"Ti","2","1587.3835","0.0008","1587.3839","0.0004","6297.954","31","","","25192.9650","31490.9177","3d.4s2","c 2D","5/2","3d2.(3F).4p","z 2F*","7/2","","","u37","",6297.954,8.74798009772829,"wn(cm-1)"
"Ti","2","1586.5442","0.0005","1586.5441","0.0003","6301.286","800","","","65446.3822","71747.6684","3d2.(3F).4d","e 4H","11/2","3d2.(3F).5p","4G*","9/2","","","u37","",6301.286,8.74850901853267,"wn(cm-1)"
"Ti","2","1572.9885","0.0005","1572.9885","0.0004","6355.589","1180","","","65590.4928","71946.0817","3d2.(3F).4d","e 4H","13/2","3d2.(3F).5p","4G*","11/2","","","u37","",6355.589,8.75708986225559,"wn(cm-1)"
"Ti","2","1571.5168","0.0017","1571.5170","0.0003","6361.541","14","","","65598.8926","71960.4326","3d2.(3F).4d","f 2F","7/2","3d2.(3F).5p","4F*","7/2","","","u37","",6361.541,8.75802592258281,"wn(cm-1)"
"Ti","2","1562.2235","0.0005","1562.2237","0.0003","6399.384","100","","","65186.8680","71586.2514","3d2.(3F).4d","e 4H","7/2","3d2.(3F).5p","4G*","7/2","","","u37","",6399.384,8.76395701471544,"wn(cm-1)"
"Ti","2","1555.2079","0.0007","1555.2078","0.0003","6428.252","36","","","65397.7388","71825.9911","3d2.(3F).4d","4D","5/2","3d2.(3F).5p","4F*","5/2","","","u37","",6428.252,8.76845792957372,"wn(cm-1)"
"Ti","2","1552.5558","0.0005","1552.5558","0.0003","6439.233","164","","","65308.4355","71747.6684","3d2.(3F).4d","e 4H","9/2","3d2.(3F).5p","4G*","9/2","","","u37","",6439.233,8.77016471262662,"wn(cm-1)"
"Ti","2","1549.0824","0.0010","1549.0821","0.0003","6453.671","28","","","65274.8247","71728.4971","3d2.(3F).4d","4D","3/2","3d2.(3F).5p","4F*","3/2","","","u37","",6453.671,8.77240439517375,"wn(cm-1)"
"Ti","2","1542.1905","0.0005","1542.1904","0.0003","6482.512","95","","","64979.2810","71461.7932","3d2.(3F).4d","e 4G","7/2","3d2.(3F).5p","4G*","5/2","","","u37","",6482.512,8.77686336854878,"wn(cm-1)"
"Ti","2","1540.3454","0.0005","1540.3453","0.0003","6490.277","189","","","65095.9741","71586.2514","3d2.(3F).4d","e 4G","9/2","3d2.(3F).5p","4G*","7/2","","","u37","",6490.277,8.77806048983509,"wn(cm-1)"
"Ti","2","1538.1108","0.0005","1538.1124","0.0003","6499.706","358bl","","","65446.3822","71946.0817","3d2.(3F).4d","e 4H","11/2","3d2.(3F).5p","4G*","11/2","","","u37","",6499.706,8.77951222409156,"wn(cm-1)"
"Ti","2","1537.9788","0.0012","1537.9793","0.0003","6500.264","19bl","","","65460.1706","71960.4326","3d2.(3F).4d","4D","7/2","3d2.(3F).5p","4F*","7/2","","","u37","",6500.264,8.77959807044356,"wn(cm-1)"
"Ti","2","1537.0861","0.0005","1537.0860","0.0003","6504.039","215","","","65243.6290","71747.6684","3d2.(3F).4d","e 4G","11/2","3d2.(3F).5p","4G*","9/2","","","u37","",6504.039,8.78017864751963,"wn(cm-1)"
"Ti","2","1535.3129","0.0005","1535.3176","0.0003","6511.551","1830bl","","","65314.4599","71825.9911","3d2.(3F).4d","f 2F","5/2","3d2.(3F).5p","4F*","5/2","","","u37","",6511.551,8.78133295567379,"wn(cm-1)"
"Ti","2","1534.6591","0.0005","1534.6593","0.0004","6514.325","50","","","65214.1729","71728.4971","3d2.(3F).4d","4D","1/2","3d2.(3F).5p","4F*","3/2","","","u37","",6514.325,8.78175887713073,"wn(cm-1)"
"Ti","2","1531.4396","0.0005","1531.4395","0.0003","6528.020","73","","","65598.8926","72126.9130","3d2.(3F).4d","f 2F","7/2","3d2.(3F).5p","4F*","9/2","","","u37","",6528.02,8.78385896036474,"wn(cm-1)"
"Ti","2","1526.0288","0.0005","1526.0287","0.0003","6551.166","81","","","65274.8247","71825.9911","3d2.(3F).4d","4D","3/2","3d2.(3F).5p","4F*","5/2","","","u37","",6551.166,8.78739832805364,"wn(cm-1)"
"Ti","2","1523.3482","0.0005","1523.3482","0.0003","6562.694","88","","","65397.7388","71960.4326","3d2.(3F).4d","4D","5/2","3d2.(3F).5p","4F*","7/2","","","u37","",6562.694,8.7891564683677,"wn(cm-1)"
"Ti","2","1520.4684","0.0005","1520.4684","0.0003","6575.124","130","","","64886.6693","71461.7932","3d2.(3F).4d","e 4G","5/2","3d2.(3F).5p","4G*","5/2","","","u37","",6575.124,8.79104871618372,"wn(cm-1)"
"Ti","2","1513.1394","0.0005","1513.1395","0.0003","6606.971","137","","","64979.2810","71586.2514","3d2.(3F).4d","e 4G","7/2","3d2.(3F).5p","4G*","7/2","","","u37","",6606.971,8.79588058273616,"wn(cm-1)"
"Ti","2","1505.8115","0.0007","1505.8115","0.0003","6639.123","29","","","65186.8680","71825.9911","3d2.(3F).4d","e 4H","7/2","3d2.(3F).5p","4F*","5/2","","","u37","",6639.123,8.80073515543412,"wn(cm-1)"
"Ti","2","1504.2599","0.0005","1504.2595","0.0003","6645.971","45","","","65314.4599","71960.4326","3d2.(3F).4d","f 2F","5/2","3d2.(3F).5p","4F*","7/2","","","u37","",6645.971,8.80176608537809,"wn(cm-1)"
"Ti","2","1502.9655","0.0005","1502.96562","0.00025","6651.695","175","","","65095.9741","71747.6684","3d2.(3F).4d","e 4G","9/2","3d2.(3F).5p","4G*","9/2","","","u37","",6651.695,8.80262698838972,"wn(cm-1)"
"Ti","2","1502.8970","0.0005","1502.8972","0.0003","6651.998","66","","","65308.4355","71960.4326","3d2.(3F).4d","e 4H","9/2","3d2.(3F).5p","4F*","7/2","","","u37","",6651.998,8.80267253965132,"wn(cm-1)"
"Ti","2","1499.5730","0.0004","1499.57314","0.00025","6666.743","130","","","65460.1706","72126.9130","3d2.(3F).4d","4D","7/2","3d2.(3F).5p","4F*","9/2","","","u37","",6666.743,8.80488671380247,"wn(cm-1)"
"Ti","2","1496.4780","0.0004","1496.47807","0.00025","6680.531","86","","","65446.3822","72126.9130","3d2.(3F).4d","e 4H","11/2","3d2.(3F).5p","4F*","9/2","","","u37","",6680.531,8.80695275438941,"wn(cm-1)"
"Ti","2","1492.2217","0.0011","1492.2226","0.0003","6699.586","21","","","64886.6693","71586.2514","3d2.(3F).4d","e 4G","5/2","3d2.(3F).5p","4G*","7/2","","","u37","",6699.586,8.80980101242514,"wn(cm-1)"
"Ti","2","1491.5834","0.0004","1491.5835","0.0003","6702.453","261","","","65243.6290","71946.0817","3d2.(3F).4d","e 4G","11/2","3d2.(3F).5p","4G*","11/2","","","u37","",6702.453,8.81022885777669,"wn(cm-1)"
"Ti","2","1487.7413","0.0009","1487.7391","0.0009","6719.762","23","","","74908.058","81627.830","3d2.(1D).4d","2G","9/2","3d2.(3F).4f","4H*","7/2","","","u37","",6719.762,8.81280801622334,"wn(cm-1)"
"Ti","2","1477.0530","0.0009","1477.05311","0.00024","6768.388","25","","","64979.2810","71747.6684","3d2.(3F).4d","e 4G","7/2","3d2.(3F).5p","4G*","9/2","","","u37","",6768.388,8.82001822824804,"wn(cm-1)"
"Ti","2","1471.1704","0.0009","1471.1709","0.0003","6795.452","26","","","24961.1910","31756.6406","3d.4s2","c 2D","3/2","3d2.(3F).4p","z 2D*","3/2","","","u37","",6795.452,8.82400884387255,"wn(cm-1)"
"Ti","2","1463.1645","0.0004","1463.1661","0.0003","6832.634","48","","","25192.9650","32025.5915","3d.4s2","c 2D","5/2","3d2.(3F).4p","z 2D*","5/2","","","u37","",6832.634,8.82946552975773,"wn(cm-1)"
"Ti","2","1461.1981","0.0004","1461.1983","0.0003","6841.829","266","","","64886.6693","71728.4971","3d2.(3F).4d","e 4G","5/2","3d2.(3F).5p","4F*","3/2","","","u37","",6841.829,8.83081037253303,"wn(cm-1)"
"Ti","2","1460.1562","0.0004","1460.15638","0.00023","6846.711","350","","","64979.2810","71825.9911","3d2.(3F).4d","e 4G","7/2","3d2.(3F).5p","4F*","5/2","","","u37","",6846.711,8.83152366996388,"wn(cm-1)"
"Ti","2","1459.4317","0.0015","1459.4322","0.0003","6850.110","15","","","65095.9741","71946.0817","3d2.(3F).4d","e 4G","9/2","3d2.(3F).5p","4G*","11/2","","","u37","",6850.11,8.8320199895215,"wn(cm-1)"
"Ti","2","1458.8586","0.0009","1458.85789","0.00023","6852.801","25","","","65598.8926","72451.6968","3d2.(3F).4d","f 2F","7/2","3d2.(3F).5p","4D*","5/2","","","u37","",6852.801,8.83241275278685,"wn(cm-1)"
"Ti","2","1456.3810","0.0004","1456.3811","0.0003","6864.459","441","","","65095.9741","71960.4326","3d2.(3F).4d","e 4G","9/2","3d2.(3F).5p","4F*","7/2","","","u37","",6864.459,8.83411250956143,"wn(cm-1)"
"Ti","2","1452.3979","0.0004","1452.39792","0.00023","6883.284","590","","","65243.6290","72126.9130","3d2.(3F).4d","e 4G","11/2","3d2.(3F).5p","4F*","9/2","","","u37","",6883.284,8.83685114262517,"wn(cm-1)"
"Ti","2","1440.6692","0.0004","1440.6692","0.0003","6939.322","52","","","64886.6693","71825.9911","3d2.(3F).4d","e 4G","5/2","3d2.(3F).5p","4F*","5/2","","","u37","",6939.322,8.84495935420393,"wn(cm-1)"
"Ti","2","1440.4317","0.0004","1440.43145","0.00025","6940.466","56","","","65397.7388","72338.2060","3d2.(3F).4d","4D","5/2","3d2.(3F).5p","4D*","3/2","","","u37","",6940.466,8.84512419822066,"wn(cm-1)"
"Ti","2","1432.0367","0.0004","1432.03697","0.00025","6981.153","65","","","64979.2810","71960.4326","3d2.(3F).4d","e 4G","7/2","3d2.(3F).5p","4F*","7/2","","","u37","",6981.153,8.85096936836109,"wn(cm-1)"
"Ti","2","1429.9118","0.0004","1429.91199","0.00023","6991.527","42","","","65460.1706","72451.6968","3d2.(3F).4d","4D","7/2","3d2.(3F).5p","4D*","5/2","","","u37","",6991.527,8.85245426630567,"wn(cm-1)"
"Ti","2","1429.0536","0.0004","1429.0533","0.0003","6995.726","57","","","65274.8247","72270.5521","3d2.(3F).4d","4D","3/2","3d2.(3F).5p","4D*","1/2","","","u37","",6995.726,8.85305467013424,"wn(cm-1)"
"Ti","2","1426.1270","0.0004","1426.12707","0.00024","7010.082","116","","","65598.8926","72608.9742","3d2.(3F).4d","f 2F","7/2","3d2.(3F).5p","4D*","7/2","","","u37","",7010.082,8.85510467753511,"wn(cm-1)"
"Ti","2","1425.4848","0.0014","1425.4819","0.0006","7013.240","15","","","74910.8726","81924.127","3d2.(1D).4d","2G","7/2","3d2.(3F).4f","2H*","9/2","","","u37","",7013.24,8.85555507011019,"wn(cm-1)"
"Ti","2","1423.3528","0.0008","1423.3526","0.0003","7023.745","27","","","65314.4599","72338.2060","3d2.(3F).4d","f 2F","5/2","3d2.(3F).5p","4D*","3/2","","","u37","",7023.745,8.85705183055572,"wn(cm-1)"
"Ti","2","1421.8964","0.0004","1421.89645","0.00022","7030.939","48","","","65095.9741","72126.9130","3d2.(3F).4d","e 4G","9/2","3d2.(3F).5p","4F*","9/2","","","u37","",7030.939,8.8580755462975,"wn(cm-1)"
"Ti","2","1417.2564","0.0004","1417.25639","0.00022","7053.958","111","","","65397.7388","72451.6968","3d2.(3F).4d","4D","5/2","3d2.(3F).5p","4D*","5/2","","","u37","",7053.958,8.86134415670966,"wn(cm-1)"
"Ti","2","1416.7699","0.0004","1416.7701","0.0003","7056.380","54","","","65214.1729","72270.5521","3d2.(3F).4d","4D","1/2","3d2.(3F).5p","4D*","1/2","","","u37","",7056.38,8.86168745111179,"wn(cm-1)"
"Ti","2","1415.3657","0.0004","1415.36561","0.00024","7063.381","83","","","65274.8247","72338.2060","3d2.(3F).4d","4D","3/2","3d2.(3F).5p","4D*","3/2","","","u37","",7063.381,8.86267911103772,"wn(cm-1)"
"Ti","2","1403.3156","0.0004","1403.3156","0.0003","7124.033","49","","","65214.1729","72338.2060","3d2.(3F).4d","4D","1/2","3d2.(3F).5p","4D*","3/2","","","u37","",7124.033,8.87122927662791,"wn(cm-1)"
"Ti","2","1400.7197","0.0006","1400.7195","0.0003","7137.236","37","","","65314.4599","72451.6968","3d2.(3F).4d","f 2F","5/2","3d2.(3F).5p","4D*","5/2","","","u37","",7137.236,8.8730808655394,"wn(cm-1)"
"Ti","2","1398.4531","0.0004","1398.45314","0.00023","7148.804","135","","","65460.1706","72608.9742","3d2.(3F).4d","4D","7/2","3d2.(3F).5p","4D*","7/2","","","u37","",7148.804,8.87470034896914,"wn(cm-1)"
"Ti","2","1392.9837","0.0004","1392.98382","0.00021","7176.873","53","","","65274.8247","72451.6968","3d2.(3F).4d","4D","3/2","3d2.(3F).5p","4D*","5/2","","","u37","",7176.873,8.87861905185759,"wn(cm-1)"
"Ti","2","1386.3458","0.0008","1386.34591","0.00023","7211.236","25","","","65397.7388","72608.9742","3d2.(3F).4d","4D","5/2","3d2.(3F).5p","4D*","7/2","","","u37","",7211.236,8.88339564415823,"wn(cm-1)"
"Ti","2","1344.2863","0.0004","1344.2858","0.0003","7436.858","84","","","63169.0910","70605.9514","3d2.(3F).5s","e 2F","5/2","3d.(2D).4s.4p.(1P*)","v 2F*","5/2","","","u37","",7436.858,8.91420372680043,"wn(cm-1)"
"Ti","2","1342.5296","0.0004","1342.5295","0.0003","7446.589","131","","","63446.0264","70892.6160","3d2.(3F).5s","e 2F","7/2","3d.(2D).4s.4p.(1P*)","v 2F*","7/2","","","u37","",7446.589,8.91551135417822,"wn(cm-1)"
"Ti","2","1335.3225","0.0011","1335.3219","0.0003","7486.780","17","","","65397.7388","72884.5221","3d2.(3F).4d","4D","5/2","3d2.(3F).5p","2G*","7/2","","","u37","",7486.78,8.9208940775329,"wn(cm-1)"
"Ti","2","1326.8381","0.0009","1326.8377","0.0003","7534.654","22","","","65598.8926","73133.5489","3d2.(3F).4d","f 2F","7/2","3d2.(3F).5p","2G*","9/2","","","u37","",7534.654,8.92726819096183,"wn(cm-1)"
"Ti","2","1320.6316","0.0009","1320.6319","0.0003","7570.064","20","","","65314.4599","72884.5221","3d2.(3F).4d","f 2F","5/2","3d2.(3F).5p","2G*","7/2","","","u37","",7570.064,8.93195680082112,"wn(cm-1)"
"Ti","2","1299.0011","0.0008","1299.0009","0.0004","7696.118","21","","","73133.5489","80829.6682","3d2.(3F).5p","2G*","9/2","3d2.(1G).4d","2H","11/2","","","u37","",7696.118,8.94847132486833,"wn(cm-1)"
"Ti","2","1264.8949","0.0014","1264.8957","0.0004","7903.633","11","","","72884.5221","80788.150","3d2.(3F).5p","2G*","7/2","3d2.(1G).4d","2H","9/2","","","u37","",7903.633,8.97507780616346,"wn(cm-1)"
"Ti","2","1174.1585","0.0011","1174.15863","0.00017","8514.407","12","","","63446.0264","71960.4326","3d2.(3F).5s","e 2F","7/2","3d2.(3F).5p","4F*","7/2","","","u37","",8514.407,9.04951494886311,"wn(cm-1)"
"Ti","2","1092.2981","0.0002","1092.29806","0.00013","9152.503","65","","","62595.1650","71747.6684","3d2.(3F).5s","e 4F","9/2","3d2.(3F).5p","4G*","9/2","","","u37","",9152.503,9.12178267277363,"wn(cm-1)"
"Ti","2","1089.5856","0.0002","1089.58553","0.00012","9175.288","87","","","62410.9628","71586.2514","3d2.(3F).5s","e 4F","7/2","3d2.(3F).5p","4G*","7/2","","","u37","",9175.288,9.1242690620759,"wn(cm-1)"
"Ti","2","1087.9117","0.0002","1087.91174","0.00013","9189.405","63","","","62272.3881","71461.7932","3d2.(3F).5s","e 4F","5/2","3d2.(3F).5p","4G*","5/2","","","u37","",9189.405,9.12580646896646,"wn(cm-1)"
"Ti","2","1078.1343","0.0002","1078.13275","0.00021","9272.742","63bl","","","56326.1371","65598.8926","3d.(2D).4s.4p.(3P*)","y 4P*","5/2","3d2.(3F).4d","f 2F","7/2","","","u37","",9272.742,9.13483440770207,"wn(cm-1)"
"Ti","2","1077.1295","0.0002","1077.12952","0.00013","9281.392","530","","","62180.4011","71461.7932","3d2.(3F).5s","e 4F","3/2","3d2.(3F).5p","4G*","5/2","","","u37","",9281.392,9.13576681453137,"wn(cm-1)"
"Ti","2","1073.3743","0.0002","1073.37428","0.00012","9313.863","820","","","62272.3881","71586.2514","3d2.(3F).5s","e 4F","5/2","3d2.(3F).5p","4G*","7/2","","","u37","",9313.863,9.13925921439399,"wn(cm-1)"
"Ti","2","1070.7482","0.0002","1070.74825","0.00011","9336.706","1140","","","62410.9628","71747.6684","3d2.(3F).5s","e 4F","7/2","3d2.(3F).5p","4G*","9/2","","","u37","",9336.706,9.14170879235832,"wn(cm-1)"
"Ti","2","1069.2141","0.0009","1069.2145","0.0003","9350.102","12","","","72761.7101","82111.809","3d2.(3P).5s","4P","5/2","3d2.(3P).5p","4D*","5/2","","","u37","",9350.102,9.14314253131414,"wn(cm-1)"
"Ti","2","1069.1211","0.0002","1069.12098","0.00015","9350.916","1420","","","62595.1650","71946.0817","3d2.(3F).5s","e 4F","9/2","3d2.(3F).5p","4G*","11/2","","","u37","",9350.916,9.14322958539863,"wn(cm-1)"
"Ti","2","1067.4827","0.0002","1067.48270","0.00013","9365.268","95","","","62595.1650","71960.4326","3d2.(3F).5s","e 4F","9/2","3d2.(3F).5p","4F*","7/2","","","u37","",9365.268,9.1447632316604,"wn(cm-1)"
"Ti","2","1066.6650","0.0009","1066.6651","0.0003","9372.447","13","","","72761.7101","82134.1565","3d2.(3P).5s","4P","5/2","3d2.(3F).4f","4D*","7/2","","","u37","",9372.447,9.14552949375279,"wn(cm-1)"
"Ti","2","1065.9215","0.0002","1065.92145","0.00022","9378.984","64","","","70809.3378","80188.3226","3d2.(1D).5s","2D","3/2","3d2.(1D).5p","2F*","5/2","","","u37","",9378.984,9.14622672056868,"wn(cm-1)"
"Ti","2","1061.8408","0.0002","1061.84078","0.00011","9415.028","126","","","62410.9628","71825.9911","3d2.(3F).5s","e 4F","7/2","3d2.(3F).5p","4F*","5/2","","","u37","",9415.028,9.15006241506453,"wn(cm-1)"
"Ti","2","1059.2004","0.0007","1059.20067","0.00017","9438.498","16","","","63446.0264","72884.5221","3d2.(3F).5s","e 2F","7/2","3d2.(3F).5p","2G*","7/2","","","u37","",9438.498,9.15255213631069,"wn(cm-1)"
"Ti","2","1057.8052","0.0008","1057.8054","0.0003","9450.947","14","","","72660.8635","82111.809","3d2.(3P).5s","4P","3/2","3d2.(3P).5p","4D*","5/2","","","u37","",9450.947,9.15387022710715,"wn(cm-1)"
"Ti","2","1057.2279","0.0002","1057.22775","0.00015","9456.108","95","","","62272.3881","71728.4971","3d2.(3F).5s","e 4F","5/2","3d2.(3F).5p","4F*","3/2","","","u37","",9456.108,9.15441616090045,"wn(cm-1)"
"Ti","2","1056.5856","0.0002","1056.58565","0.00020","9461.856","99","","","70806.2161","80268.0717","3d2.(1D).5s","2D","5/2","3d2.(1D).5p","2F*","7/2","","","u37","",9461.856,9.15502383730547,"wn(cm-1)"
"Ti","2","1048.8381","0.0002","1048.83812","0.00011","9531.748","1350","","","62595.1650","72126.9130","3d2.(3F).5s","e 4F","9/2","3d2.(3F).5p","4F*","9/2","","","u37","",9531.748,9.16238340060521,"wn(cm-1)"
"Ti","2","1047.0423","0.0002","1047.04232","0.00014","9548.096","441","","","62180.4011","71728.4971","3d2.(3F).5s","e 4F","3/2","3d2.(3F).5p","4F*","3/2","","","u37","",9548.096,9.16409704186984,"wn(cm-1)"
"Ti","2","1046.8916","0.0002","1046.89169","0.00012","9549.471","910","","","62410.9628","71960.4326","3d2.(3F).5s","e 4F","7/2","3d2.(3F).5p","4F*","7/2","","","u37","",9549.471,9.16424103927039,"wn(cm-1)"
"Ti","2","1046.4388","0.0002","1046.43877","0.00011","9553.603","610","","","62272.3881","71825.9911","3d2.(3F).5s","e 4F","5/2","3d2.(3F).5p","4F*","5/2","","","u37","",9553.603,9.16467363981043,"wn(cm-1)"
"Ti","2","1046.3094","0.0002","1046.3095","0.0003","9554.784","51","","","72761.7101","82316.4935","3d2.(3P).5s","4P","5/2","3d2.(3P).5p","4D*","7/2","","","u37","",9554.784,9.16479725045339,"wn(cm-1)"
"Ti","2","1042.9396","0.0008","1042.9401","0.0003","9585.656","15","","","72660.8635","82246.515","3d2.(3P).5s","4P","3/2","3d2.(3F).4f","4P*","5/2","","","u37","",9585.656,9.16802309340907,"wn(cm-1)"
"Ti","2","1036.4592","0.0002","1036.45918","0.00012","9645.590","97","","","62180.4011","71825.9911","3d2.(3F).5s","e 4F","3/2","3d2.(3F).5p","4F*","5/2","","","u37","",9645.59,9.17425609506042,"wn(cm-1)"
"Ti","2","1031.9728","0.0002","1031.97285","0.00017","9687.523","680","","","63446.0264","73133.5489","3d2.(3F).5s","e 2F","7/2","3d2.(3F).5p","2G*","9/2","","","u37","",9687.523,9.17859404785233,"wn(cm-1)"
"Ti","2","1031.9171","0.0002","1031.91724","0.00012","9688.046","120","","","62272.3881","71960.4326","3d2.(3F).5s","e 4F","5/2","3d2.(3F).5p","4F*","7/2","","","u37","",9688.046,9.17864803336369,"wn(cm-1)"
"Ti","2","1029.0083","0.0002","1029.00839","0.00017","9715.432","590","","","63169.0910","72884.5221","3d2.(3F).5s","e 2F","5/2","3d2.(3F).5p","2G*","7/2","","","u37","",9715.432,9.18147082814148,"wn(cm-1)"
"Ti","2","1028.9534","0.0002","1028.95341","0.00010","9715.950","87","","","62410.9628","72126.9130","3d2.(3F).5s","e 4F","7/2","3d2.(3F).5p","4F*","9/2","","","u37","",9715.95,9.18152414395814,"wn(cm-1)"
"Ti","2","1028.6729","0.0008","1028.6734","0.0003","9718.600","12","","","73800.7705","83519.365","3d2.(3F).5p","2F*","7/2","3d2.(3F).6s","2F","7/2","","","u37","",9718.6,9.18179685415894,"wn(cm-1)"
