element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 21,wavenumber_cm,ell,wavenumber_source
Mn,2,244.6888,0.0006,244.68884,0.00010,40855.86,20,,,29889.534,70745.387,3d5.(4P).4s,a 5P,3,3d5.(4P).4p,z 3D*,3,,,L562,,40855.86,10.61780554165233,wn(cm-1)
Mn,2,244.6803,0.0006,,,40857.28,5,,,,,,,,,,,,,L562,,40857.28,10.617840297384399,wn(cm-1)
Mn,2,244.666,0.0015,244.66664,0.00012,40859.6,2,,,44899.851,85759.41,3d5.(2F).4s,b 3F,3,3d5.(a 2G).4p,1G*,4,,,L562,,40859.6,10.617897078798487,wn(cm-1)
Mn,2,244.6590,0.0006,244.6589,0.0004,40860.86,10,4.3e+07,D,65658.65,106519.50,3d5.(4G).4p,z 5H*,5,3d5.(4G).4d,e 5I,5,,c88,L562,,40860.86,10.617927915629314,wn(cm-1)
Mn,2,244.638,0.0015,244.6391,0.0004,40864.3,60,5.6e+08,C,65658.65,106522.81,3d5.(4G).4p,z 5H*,5,3d5.(4G).4d,e 5I,6,,c88,L562,,40864.3,10.618012100230533,wn(cm-1)
Mn,2,244.619,0.0015,244.6191,0.0003,40867.5,5,,,47073.64,87941.14,3d5.(2F).4s,a 1F,3,3d5.(2H).4p,w 3H*,4,,,L562,,40867.5,10.618090405125363,wn(cm-1)
Mn,2,244.592,0.0015,244.5912,0.0004,40872.1,0,,,38720.26,79592.42,3d6,a 1I,6,3d5.(2I).4p,y 3H*,6,,,L562,,40872.1,10.618202957670393,wn(cm-1)
Mn,2,244.5686,0.0006,244.56843,0.00024,40875.93,30,,,29869.42,70745.387,3d6,a 3P,2,3d5.(4P).4p,z 3D*,3,,,L562,,40875.93,10.618296660234304,wn(cm-1)
Mn,2,244.451,0.002,244.45136,0.00018,40895.5,40D*,,,32787.90,73683.44,3d5.(4D).4s,b 5D,4,3d5.(4D).4p,y 3F*,4,,,L562,,40895.5,10.618775311527882,wn(cm-1)
Mn,2,244.3946,0.0006,,,40905.02,1,,,,,,,,,,,,,L562,,40905.02,10.619008072885462,wn(cm-1)
Mn,2,244.385,0.0015,,,40906.6,15,,,,,,,,,,,,,L562,,40906.6,10.61904669820544,wn(cm-1)
Mn,2,244.3809,0.0006,244.38088,0.00018,40907.32,20,,,27589.36,68496.694,3d5.(4G).4s,a 5G,2,3d5.(4P).4p,y 5P*,1,,,L562,,40907.32,10.619064299122252,wn(cm-1)
Mn,2,244.3414,0.0006,244.33917,0.00012,40913.93,15,,,35004.79,75919.107,3d6,b 3G,3,3d5.(4D).4p,y 3P*,2,,,L562,,40913.93,10.619225870841442,wn(cm-1)
Mn,2,244.282,0.0015,244.28226,0.00012,40923.9,20,,,32857.27,73781.117,3d5.(4D).4s,b 5D,3,3d5.(4D).4p,y 3F*,3,,,L562,,40923.9,10.619469523441941,wn(cm-1)
Mn,2,244.268,0.0015,244.26685,0.00018,40926.3,10,,,32859.15,73785.58,3d5.(4D).4s,b 5D,2,3d5.(4D).4p,y 3F*,2,,,L562,,40926.3,10.619528167159382,wn(cm-1)
Mn,2,244.257,0.0015,244.25562,0.00018,40928.1,0,,,32857.27,73785.58,3d5.(4D).4s,b 5D,3,3d5.(4D).4p,y 3F*,2,,,L562,,40928.1,10.619572147690674,wn(cm-1)
Mn,2,244.1609,0.0006,,,40944.20,5,,,,,,,,,,,,,L562,,40944.2,10.619965443108233,wn(cm-1)
Mn,2,244.1471,0.0006,244.1472,0.0004,40946.50,10,3.9e+07,D,65566.03,106512.52,3d5.(4G).4p,z 5H*,4,3d5.(4G).4d,e 5I,4,,c88,L562,,40946.5,10.620021615542969,wn(cm-1)
Mn,2,244.123,0.0015,244.1226,0.0004,40950.5,1,,,73395.444,114346.06,3d5.(4D).4p,y 3D*,3,3d5.(6S).7d,7D,3,,,L562,,40950.5,10.620119299218883,wn(cm-1)
Mn,2,244.1139,0.0018,244.1142,0.0005,40952.07,20*,,,73395.444,114347.47,3d5.(4D).4p,y 3D*,3,3d5.(6S).7d,7D,4,,,L562,,40952.07,10.620157637454184,wn(cm-1)
Mn,2,244.1056,0.0006,244.1056,0.0004,40953.45,40,5.6e+08,C,65566.03,106519.50,3d5.(4G).4p,z 5H*,4,3d5.(4G).4d,e 5I,5,,c88,L562,,40953.45,10.62019133481671,wn(cm-1)
Mn,2,244.0453,0.0018,244.0454,0.0005,40963.58,30D?,8.e+07,D,51553.11,92516.68,3d5.(2H).4s,a 1H,5,3d5.(b 2F).4p,w 1G*,4,,c88,L562,,40963.58,10.620438658237777,wn(cm-1)
Mn,2,243.989,0.0015,243.9928,0.0010,40973.0,1i,,,40759.62,81732.02,3d6,a 1S,0,3d5.(2D).4p,x 3D*,1,,,L562,,40973.0,10.620668592170619,wn(cm-1)
Mn,2,243.893,0.002,243.89306,0.00018,40989.1,10*,,,44745.501,85734.65,3d5.(2F).4s,b 3F,2,3d5.(2H).4p,w 3G*,3,,,L562,,40989.1,10.62106145668256,wn(cm-1)
Mn,2,243.8478,0.0006,,,40996.76,20,,,,,,,,,,,,,L562,,40996.76,10.62124831817361,wn(cm-1)
Mn,2,243.8187,0.0006,243.8191,0.0003,41001.65,100,2.0e+08,D,38543.122,79544.71,3d5.(6S).4p,z 7P*,3,3d5.(6S).4d,e 7D,2,,c88,L562,,41001.65,10.621367588779119,wn(cm-1)
Mn,2,243.8072,0.0006,,,41003.58,15,,,,,,,,,,,,,L562,,41003.58,10.621414658947701,wn(cm-1)
Mn,2,243.7844,0.0006,243.78463,0.00024,41007.43,200,3.7e+08,C,38543.122,79550.50,3d5.(6S).4p,z 7P*,3,3d5.(6S).4d,e 7D,3,,c88,L562,,41007.43,10.621508548780367,wn(cm-1)
Mn,2,243.7366,0.0006,243.7367,0.0003,41015.46,300,3.7e+08,C,38543.122,79558.56,3d5.(6S).4p,z 7P*,3,3d5.(6S).4d,e 7D,4,,c88,L562,,41015.46,10.621704347782956,wn(cm-1)
Mn,2,243.711,0.0015,243.7115,0.0004,41019.7,2,,,38720.26,79739.95,3d6,a 1I,6,3d5.(2I).4p,y 3H*,5,,,L562,,41019.7,10.62180771809402,wn(cm-1)
Mn,2,243.699,0.0015,243.69892,0.00024,41021.8,15,,,44521.54,85543.34,3d5.(2F).4s,b 3F,4,3d5.(2H).4p,w 3G*,5,,,L562,,41021.8,10.62185891169727,wn(cm-1)
Mn,2,243.6538,0.0006,243.6538,0.0004,41029.39,30,5.7e+08,C,65483.12,106512.52,3d5.(4G).4p,z 5H*,3,3d5.(4G).4d,e 5I,4,,c88,L562,,41029.39,10.62204391815535,wn(cm-1)
Mn,2,243.626,0.0015,,,41034.0,1,,,,,,,,,,,,,L562,,41034.0,10.622156270326151,wn(cm-1)
Mn,2,243.532,0.0015,,,41050.0,0,,,,,,,,,,,,,L562,,41050.0,10.622546114880574,wn(cm-1)
Mn,2,243.5251,0.0006,243.52536,0.00009,41051.1,5,,,29889.534,70940.568,3d5.(4P).4s,a 5P,3,3d5.(4P).4p,z 3D*,2,,,L562,,41051.1,10.622572911111076,wn(cm-1)
Mn,2,243.5156,0.0018,243.51465,0.00018,41052.66,25*,,,44899.851,85952.69,3d5.(2F).4s,b 3F,3,3d5.(4F).4p,3F*,3,,,L562,,41052.66,10.622610911806786,wn(cm-1)
Mn,2,243.472,0.0015,243.46760,0.00012,41060.0,25i,,,44899.851,85960.622,3d5.(2F).4s,b 3F,3,3d5.(6S).5p,x 7P*,3,,,L562,,41060.0,10.622789690572924,wn(cm-1)
Mn,2,243.462,0.0015,243.46215,0.00012,41061.7,2,,,37851.49,78913.180,3d6,a 3D,3,3d5.(a 2D).4p,z 1D*,2,,,L562,,41061.7,10.622831092540984,wn(cm-1)
Mn,2,243.384,0.0015,243.38426,0.00018,41074.8,12,,,32836.74,73911.57,3d5.(4D).4s,b 5D,1,3d5.(4P).4p,z 3S*,1,,,L562,,41074.8,10.6231500737518,wn(cm-1)
Mn,2,243.374,0.0015,,,41076.5,0,,,,,,,,,,,,,L562,,41076.5,10.623191460802285,wn(cm-1)
Mn,2,243.3310,0.0006,,,41083.82,30,,,,,,,,,,,,,L562,,41083.82,10.62336964900845,wn(cm-1)
Mn,2,243.287,0.0015,,,41091.3,0,,,,,,,,,,,,,L562,,41091.3,10.623551699245084,wn(cm-1)
Mn,2,243.228,0.0015,243.22751,0.00018,41101.2,2,,,37811.88,78913.180,3d6,a 3D,1,3d5.(a 2D).4p,z 1D*,2,,,L562,,41101.2,10.623792597138392,wn(cm-1)
Mn,2,243.216,0.0015,243.2164,0.0010,41103.3,3,,,55697.014,96800.19,3d4.4s2,c 5D,4,3d4.(5D).4s.4p.(3P*),s 3F*,3,,,L562,,41103.3,10.6238436892319,wn(cm-1)
Mn,2,243.133,0.0015,243.1323,0.0005,41117.2,8,,,49465.15,90582.55,3d5.(2G).4s,c 3G,3,3d4.(5D).4s.4p.(3P*),w 5F*,2,,,L562,,41117.2,10.624181804425373,wn(cm-1)
Mn,2,243.122,0.0015,,,41119.1,3,,,,,,,,,,,,,L562,,41119.1,10.624228012729986,wn(cm-1)
Mn,2,243.048,0.0015,243.04796,0.00024,41131.6,2,,,49465.15,90596.81,3d5.(2G).4s,c 3G,3,3d5.(b 2F).4p,x 1D*,2,,,L562,,41131.6,10.62453196151331,wn(cm-1)
Mn,2,243.019,0.0015,243.0182,0.0009,41136.5,5,,,43131.51,84268.21,3d6,a 1D,2,3d5.(a 2D).4p,z 1P*,1,,,L562,,41136.5,10.62465108423538,wn(cm-1)
Mn,2,242.941,0.0015,242.94202,0.00024,41149.6,0,,,52718.905,93868.50,3d6,c 3P,0,3d5.(2S).4p,3P*,1,,,L562,,41149.6,10.624969485523343,wn(cm-1)
Mn,2,242.9297,0.0006,242.9318,0.0007,41151.68,20i,,,73781.117,114932.45,3d5.(4D).4p,y 3F*,3,3d5.(6S).7d,5D,4,,,L562,,41151.68,10.625020031517291,wn(cm-1)
Mn,2,242.886,0.0015,242.88617,0.00011,41159.1,1,,,29919.444,71078.501,3d5.(4P).4s,a 5P,2,3d5.(4P).4p,z 3D*,1,,,L562,,41159.1,10.62520032381971,wn(cm-1)
Mn,2,242.870,0.0015,242.86910,0.00012,41161.8,1,,,44899.851,86061.80,3d5.(2F).4s,b 3F,3,3d5.(a 2F).4p,y 1F*,3,,,L562,,41161.8,10.625265920770206,wn(cm-1)
Mn,2,242.7939,0.0006,242.7939,0.0005,41174.69,300,6.0e+08,C,38366.232,79540.93,3d5.(6S).4p,z 7P*,2,3d5.(6S).4d,e 7D,1,,c88,L562,,41174.69,10.625579026177183,wn(cm-1)
Mn,2,242.7719,0.0006,242.7716,0.0003,41178.44,500,4.0e+08,C,38366.232,79544.71,3d5.(6S).4p,z 7P*,2,3d5.(6S).4d,e 7D,2,,c88,L562,,41178.44,10.625670097397004,wn(cm-1)
Mn,2,242.7379,0.0006,242.73748,0.00024,41184.21,200,1.7e+08,D,38366.232,79550.50,3d5.(6S).4p,z 7P*,2,3d5.(6S).4d,e 7D,3,,c88,L562,,41184.21,10.625810209450451,wn(cm-1)
Mn,2,242.7127,0.0006,242.7137,0.0005,41188.45,5,,,53698.736,94887.04,3d6,e 3F,2,3d4.(5D).4s.4p.(3P*),w 5D*,2,,,L562,,41188.45,10.625913156229243,wn(cm-1)
Mn,2,242.656,0.0015,242.6562,0.0005,41198.1,0,,,49820.205,91018.27,3d5.(4F).4s,c 3F,2,3d5.(b 2F).4p,u 3G*,3,,,L562,,41198.1,10.626147417769365,wn(cm-1)
Mn,2,242.604,0.0015,242.60245,0.00018,41206.9,1,,,44745.501,85952.69,3d5.(2F).4s,b 3F,2,3d5.(4F).4p,3F*,3,,,L562,,41206.9,10.626360997043278,wn(cm-1)
Mn,2,242.592,0.0015,242.59131,0.00024,41209.0,5,,,29869.42,71078.501,3d6,a 3P,2,3d5.(4P).4p,z 3D*,1,,,L562,,41209.0,10.626411958083574,wn(cm-1)
Mn,2,242.5683,0.0006,242.56759,0.00018,41212.99,1,,,44521.54,85734.65,3d5.(2F).4s,b 3F,4,3d5.(2H).4p,w 3G*,3,,,L562,,41212.99,10.626508776905908,wn(cm-1)
Mn,2,242.5606,0.0006,242.5623,0.0004,41214.28,10,,,53017.188,94231.20,3d6,c 3P,1,3d5.(2S).4p,3P*,2,,,L562,,41214.28,10.626540077226789,wn(cm-1)
Mn,2,242.474,0.0015,242.4739,0.0003,41229.0,1,,,44139.031,85368.07,3d5.(2D).4s,c 3D,1,3d5.(a 2F).4p,y 1D*,2,,,L562,,41229.0,10.62689717122296,wn(cm-1)
Mn,2,242.424,0.0015,242.42194,0.00018,41237.5,5,,,44521.54,85759.41,3d5.(2F).4s,b 3F,4,3d5.(a 2G).4p,1G*,4,,,L562,,41237.5,10.627103315536838,wn(cm-1)
Mn,2,242.3881,0.0006,242.38767,0.00018,41243.62,15,,,44745.501,85989.20,3d5.(2F).4s,b 3F,2,3d5.(4F).4p,3F*,2,,,L562,,41243.62,10.627251713134038,wn(cm-1)
Mn,2,242.326,0.0015,242.32579,0.00024,41254.2,5,,,48317.83,89572.06,3d5.(2H).4s,b 3H,4,3d5.(b 2F).4p,t 3F*,3,,,L562,,41254.2,10.627508204761526,wn(cm-1)
Mn,2,242.2749,0.0006,,,41262.88,15,,,,,,,,,,,,,L562,,41262.88,10.627718585449548,wn(cm-1)
Mn,2,242.271,0.0015,,,41263.5,3,,,,,,,,,,,,,L562,,41263.5,10.627733610948063,wn(cm-1)
Mn,2,242.138,0.0015,,,41286.2,10,,,,,,,,,,,,,L562,,41286.2,10.628283582675934,wn(cm-1)
Mn,2,242.110,0.0015,242.1089,0.0005,41290.9,12,,,49291.36,90582.55,3d6,b 1F,3,3d4.(5D).4s.4p.(3P*),w 5F*,2,,,L562,,41290.9,10.628397415687873,wn(cm-1)
Mn,2,242.0719,0.0006,,,41297.50,15,,,,,,,,,,,,,L562,,41297.5,10.628557244429295,wn(cm-1)
Mn,2,242.0262,0.0006,242.02528,0.00023,41305.29,10,,,49291.36,90596.81,3d6,b 1F,3,3d5.(b 2F).4p,x 1D*,2,,,L562,,41305.29,10.628745857913733,wn(cm-1)
Mn,2,242.006,0.0015,,,41308.7,10,,,,,,,,,,,,,L562,,41308.7,10.628828410517764,wn(cm-1)
Mn,2,241.9811,0.0006,241.98130,0.00018,41312.98,20,,,29951.434,71264.39,3d5.(4P).4s,a 5P,1,3d5.(4D).4p,x 5P*,1,,,L562,,41312.98,10.628932015286,wn(cm-1)
Mn,2,241.963,0.0015,241.96172,0.00012,41316.1,8,,,44745.501,86061.80,3d5.(2F).4s,b 3F,2,3d5.(a 2F).4p,y 1F*,3,,,L562,,41316.1,10.629007533493427,wn(cm-1)
Mn,2,241.944,0.0015,241.9389,0.0003,41319.3,1,,,65566.03,106886.23,3d5.(4G).4p,z 5H*,4,3d5.(4D).5s,g 5D,4,,,L562,,41319.3,10.629084982141382,wn(cm-1)
Mn,2,241.935,0.002,241.93507,0.00018,41320.8,2*,,,39826.91,81147.76,3d5.(4D).4s,b 3D,1,3d5.(a 2D).4p,x 3P*,2,,,L562,,41320.8,10.629121284130372,wn(cm-1)
Mn,2,241.9138,0.0006,241.9152,0.0003,41324.48,20,,,48436.05,89760.29,3d5.(2H).4s,b 3H,6,3d5.(2H).4p,x 1H*,5,,,L562,,41324.48,10.629210339427964,wn(cm-1)
Mn,2,241.860,0.0015,241.85810,0.00018,41333.7,1,,,39813.76,81147.76,3d5.(4D).4s,b 3D,2,3d5.(a 2D).4p,x 3P*,2,,,L562,,41333.7,10.62943342684746,wn(cm-1)
Mn,2,241.8279,0.0006,241.82727,0.00018,41339.15,15,,,39808.492,81147.76,3d5.(4D).4s,b 3D,3,3d5.(a 2D).4p,x 3P*,2,,,L562,,41339.15,10.629565271824568,wn(cm-1)
Mn,2,241.7941,0.0006,241.79406,0.00018,41344.93,50,,,29919.444,71264.39,3d5.(4P).4s,a 5P,2,3d5.(4D).4p,x 5P*,1,,,L562,,41344.93,10.62970508108433,wn(cm-1)
Mn,2,241.6712,0.0006,,,41365.95,30,,,,,,,,,,,,,L562,,41365.95,10.6302133576364,wn(cm-1)
Mn,2,241.6347,0.0006,241.63496,0.00012,41372.21,70,,,29951.434,71323.60,3d5.(4P).4s,a 5P,1,3d5.(4D).4p,x 5P*,2,,,L562,,41372.21,10.630364678381554,wn(cm-1)
Mn,2,241.465,0.002,241.4687,0.0006,41401.3,5*,,,53805.822,95206.47,3d6,e 3F,4,3d4.(5D).4s.4p.(3P*),w 5D*,4,,,L562,,41401.3,10.631067560286589,wn(cm-1)
Mn,2,241.433,0.0015,241.43243,0.00017,41406.8,8,,,39813.76,81220.63,3d5.(4D).4s,b 3D,2,3d5.(a 2D).4p,z 1F*,3,,,L562,,41406.8,10.631200397533382,wn(cm-1)
Mn,2,241.408,0.0015,,,41411.0,5,,,,,,,,,,,,,L562,,41411.0,10.631301825004375,wn(cm-1)
Mn,2,241.378,0.0015,241.38036,0.00023,41416.2,0,,,66686.739,108102.54,3d5.(4G).4p,z 5F*,3,3d5.(4D).5s,e 3D,3,,,L562,,41416.2,10.631427387621653,wn(cm-1)
Mn,2,241.364,0.0015,,,41418.6,15,,,,,,,,,,,,,L562,,41418.6,10.631485334281768,wn(cm-1)
Mn,2,241.2740,0.0006,241.27395,0.00012,41434.04,60,,,29889.534,71323.60,3d5.(4P).4s,a 5P,3,3d5.(4D).4p,x 5P*,2,,,L562,,41434.04,10.63185804419611,wn(cm-1)
Mn,2,241.0811,0.0006,241.08074,0.00023,41467.20,12,,,48333.08,89800.35,3d5.(2H).4s,b 3H,5,3d5.(b 2F).4p,t 3F*,4,,,L562,,41467.2,10.63265803227273,wn(cm-1)
Mn,2,241.0586,0.0006,241.05880,0.00008,41471.06,100,,,29919.444,71390.488,3d5.(4P).4s,a 5P,2,3d5.(4D).4p,x 5P*,3,,,L562,,41471.06,10.63275111356001,wn(cm-1)
Mn,2,240.917,0.0015,240.9164,0.0003,41495.5,12,,,39826.91,81322.46,3d5.(4D).4s,b 3D,1,3d5.(a 2D).4p,x 3P*,1,,,L562,,41495.5,10.633340266604488,wn(cm-1)
Mn,2,240.9053,0.0006,240.9045,0.0005,41497.45,12,,,55116.333,96613.93,3d4.4s2,c 5D,2,3d4.(5D).4s.4p.(3P*),s 3F*,2,,,L562,,41497.45,10.633387258547788,wn(cm-1)
Mn,2,240.8857,0.0006,240.88505,0.00008,41500.83,60,,,29889.534,71390.488,3d5.(4P).4s,a 5P,3,3d5.(4D).4p,x 5P*,3,,,L562,,41500.83,10.633468706018792,wn(cm-1)
Mn,2,240.8401,0.0006,240.8401,0.0003,41508.69,15,,,39813.76,81322.46,3d5.(4D).4s,b 3D,2,3d5.(a 2D).4p,x 3P*,1,,,L562,,41508.69,10.633658081888536,wn(cm-1)
Mn,2,240.8157,0.0006,,,41512.89,2,,,,,,,,,,,,,L562,,41512.89,10.633759260401487,wn(cm-1)
Mn,2,240.788,0.002,240.7877,0.0003,41517.7,2*,,,43850.341,85368.07,3d5.(4F).4s,a 5F,2,3d5.(a 2F).4p,y 1D*,2,,,L562,,41517.7,10.633875121315045,wn(cm-1)
Mn,2,240.7608,0.0006,,,41522.37,10,,,,,,,,,,,,,L562,,41522.37,10.633987597135572,wn(cm-1)
Mn,2,240.7230,0.0006,240.7229,0.0003,41528.89,12,,,52653.327,94182.24,3d5.(2G).4s,b 1G,4,3d5.(b 2F).4p,w 1F*,3,,,L562,,41528.89,10.634144608600861,wn(cm-1)
Mn,2,240.6101,0.0018,240.6127,0.0008,41548.4,5i*,,,52373.269,93921.19,3d5.(2F).4s,d 3F,3,3d4.(5D).4s.4p.(3P*),w 3P*,2,,,L562,,41548.4,10.634614291720247,wn(cm-1)
Mn,2,240.590,0.0015,,,41551.8,10,,,,,,,,,,,,,L562,,41551.8,10.634696120644893,wn(cm-1)
Mn,2,240.583,0.0015,240.5826,0.0005,41553.1,1,,,49465.15,91018.27,3d5.(2G).4s,c 3G,3,3d5.(b 2F).4p,u 3G*,3,,,L562,,41553.1,10.634727406405423,wn(cm-1)
Mn,2,240.364,0.0015,240.3641,0.0005,41591.0,1,,,49427.371,91018.27,3d5.(2G).4s,c 3G,4,3d5.(b 2F).4p,u 3G*,3,,,L562,,41591.0,10.635639076689303,wn(cm-1)
Mn,2,240.3477,0.0006,,,41593.73,10,,,,,,,,,,,,,L562,,41593.73,10.635704713735935,wn(cm-1)
Mn,2,240.3409,0.0006,,,41594.90,15,,,,,,,,,,,,,L562,,41594.9,10.635732842579985,wn(cm-1)
Mn,2,240.2530,0.0006,240.25242,0.00017,41610.11,12,,,37848.225,79458.45,3d6,a 3D,2,3d5.(a 2D).4p,x 3F*,2,,,L562,,41610.11,10.636098445568782,wn(cm-1)
Mn,2,240.2080,0.0006,240.2079,0.0003,41617.91,25,3.5e+08,C,64550.04,106167.98,3d5.(4G).4p,z 5G*,6,3d5.(4G).4d,e 5H,7,,c88,L562,,41617.91,10.636285882444557,wn(cm-1)
