element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 21,wavenumber_cm,ell,wavenumber_source
Ti,2,267.725327,0.000014,267.725332,0.000014,37340.619,53,,,44902.4455,82243.0637,3d2.(3P).4p,x 2D*,5/2,3d2.(1G).4d,2F,7/2,,,u37,,37340.619,10.527836994355203,wn(cm-1)
Ti,2,267.68098,0.00004,267.680917,0.000015,37346.805,16,,,32275.4863,69622.3000,3d3,d 2D1,3/2,3d.(2D).4s.4p.(1P*),v 2D*,5/2,,,u37,,37346.805,10.528002644733348,wn(cm-1)
Ti,2,267.61668,0.00005,267.61665,0.00004,37355.778,15,,,31490.9177,68846.699,3d2.(3F).4p,z 2F*,7/2,3d2.(3F).4d,f 4F,5/2,,,u37,,37355.778,10.52824287739152,wn(cm-1)
Ti,2,267.25776,0.00018,267.257630,0.000012,37405.94,4,,,30958.5846,68364.5454,3d2.(3F).4p,z 4F*,5/2,3d2.(3F).4d,2D,3/2,,,u37,,37405.94,10.529584794320913,wn(cm-1)
Ti,2,267.23984,0.00005,267.239819,0.000015,37408.450,14,,,39926.8192,77335.2729,3d2.(1D).4p,y 2F*,5/2,3d2.(3P).4d,2F,5/2,,,u37,,37408.45,10.529651893711845,wn(cm-1)
Ti,2,266.86341,0.00003,266.863428,0.000008,37461.215,28,,,31490.9177,68952.1302,3d2.(3F).4p,z 2F*,7/2,3d2.(3F).4d,f 4F,7/2,,,u37,,37461.215,10.531061410068993,wn(cm-1)
Ti,2,266.75480,0.00014,266.754764,0.000012,37476.467,5,,,40581.6301,78058.1017,3d2.(3P).4p,y 4D*,5/2,3d2.(3P).4d,2P,3/2,,,u37,,37476.467,10.531468468302009,wn(cm-1)
Ti,2,266.41698,0.00007,266.416925,0.000009,37523.985,10,,,30958.5846,68482.5767,3d2.(3F).4p,z 4F*,5/2,3d2.(3F).4d,2D,5/2,,,u37,,37523.985,10.532735607501598,wn(cm-1)
Ti,2,266.38764,0.00005,266.387616,0.000012,37528.117,15,,,30836.4250,68364.5454,3d2.(3F).4p,z 4F*,3/2,3d2.(3F).4d,2D,3/2,,,u37,,37528.117,10.532845717675572,wn(cm-1)
Ti,2,266.14864,0.00007,266.148568,0.000010,37561.815,10,,,31207.5111,68769.3365,3d2.(3F).4p,z 2F*,5/2,3d2.(3F).4d,f 4F,3/2,,,u37,,37561.815,10.533743254838402,wn(cm-1)
Ti,2,266.0187,0.0002,266.018668,0.000014,37580.16,3,,,4628.6571,42208.8232,3d2.(3F).4s,a 2F,5/2,3d2.(3P).4p,z 4P*,5/2,,,u37,,37580.16,10.534231530542215,wn(cm-1)
Ti,2,265.60155,0.00018,265.60150,0.00004,37639.18,4,,,31207.5111,68846.699,3d2.(3F).4p,z 2F*,5/2,3d2.(3F).4d,f 4F,5/2,,,u37,,37639.18,10.535800808127261,wn(cm-1)
Ti,2,265.517712,0.000014,265.517713,0.000008,37651.065,178,,,31301.0653,68952.1302,3d2.(3F).4p,z 4F*,9/2,3d2.(3F).4d,f 4F,7/2,,,u37,,37651.065,10.536116519680563,wn(cm-1)
Ti,2,265.074739,0.000014,265.074741,0.000010,37713.981,213,,,40027.2001,77741.1809,3d2.(3P).4p,z 4S*,3/2,3d2.(3P).4d,4P,3/2,,,u37,,37713.981,10.537786153495045,wn(cm-1)
Ti,2,264.991697,0.000014,264.991690,0.000012,37725.799,113,,,40027.2001,77753.0000,3d2.(3P).4p,z 4S*,3/2,3d2.(3P).4d,4P,1/2,,,u37,,37725.799,10.538099463000897,wn(cm-1)
Ti,2,264.941010,0.000014,264.94096,0.00004,37733.016,204,,,31113.6764,68846.699,3d2.(3F).4p,z 4F*,7/2,3d2.(3F).4d,f 4F,5/2,,,u37,,37733.016,10.538290746153754,wn(cm-1)
Ti,2,264.607414,0.000014,264.607398,0.000013,37780.584,425,,,40027.2001,77807.7864,3d2.(3P).4p,z 4S*,3/2,3d2.(3P).4d,4P,5/2,,,u37,,37780.584,10.53955059885027,wn(cm-1)
Ti,2,264.586522,0.000014,264.586532,0.000009,37783.567,2180,2.7e+08,D,31301.0653,69084.6309,3d2.(3F).4p,z 4F*,9/2,3d2.(3F).4d,f 4F,9/2,,T2805,u37,,37783.567,10.539629551633091,wn(cm-1)
Ti,2,264.396273,0.000014,264.396281,0.000009,37810.753,118,,,30958.5846,68769.3365,3d2.(3F).4p,z 4F*,5/2,3d2.(3F).4d,f 4F,3/2,,,u37,,37810.753,10.540348812052976,wn(cm-1)
Ti,2,264.202701,0.000014,264.202702,0.000008,37838.454,1290,1.9e+08,D,31113.6764,68952.1302,3d2.(3F).4p,z 4F*,7/2,3d2.(3F).4d,f 4F,7/2,,T2805,u37,,37838.454,10.54108116609439,wn(cm-1)
Ti,2,263.89825,0.00014,263.898318,0.000015,37882.104,5,,,39476.9244,77359.019,3d2.(1D).4p,y 2D*,5/2,3d2.(3P).4d,2F,7/2,,,u37,,37882.104,10.542234089580111,wn(cm-1)
Ti,2,263.856431,0.000014,263.85639,0.00003,37888.108,790,1.7e+08,D,30958.5846,68846.699,3d2.(3F).4p,z 4F*,5/2,3d2.(3F).4d,f 4F,5/2,,T2805,u37,,37888.108,10.542392568746372,wn(cm-1)
Ti,2,263.702355,0.000014,263.702352,0.000011,37910.244,61,,,40027.2001,77937.4445,3d2.(3P).4p,z 4S*,3/2,3d2.(3P).4d,2P,1/2,,,u37,,37910.244,10.54297664478616,wn(cm-1)
Ti,2,263.544755,0.000014,263.544765,0.000010,37932.913,469,1.9e+08,D,30836.4250,68769.3365,3d2.(3F).4p,z 4F*,3/2,3d2.(3F).4d,f 4F,3/2,,T2805,u37,,37932.913,10.54357443110128,wn(cm-1)
Ti,2,263.280688,0.000014,263.280705,0.000009,37970.957,151,,,31113.6764,69084.6309,3d2.(3F).4p,z 4F*,7/2,3d2.(3F).4d,f 4F,9/2,,,u37,,37970.957,10.544576857016736,wn(cm-1)
Ti,2,263.124145,0.000014,263.124148,0.000008,37993.546,179,,,30958.5846,68952.1302,3d2.(3F).4p,z 4F*,5/2,3d2.(3F).4d,f 4F,7/2,,,u37,,37993.546,10.545171582178456,wn(cm-1)
Ti,2,263.008367,0.000014,263.00834,0.00003,38010.270,124,,,30836.4250,68846.699,3d2.(3F).4p,z 4F*,3/2,3d2.(3F).4d,f 4F,5/2,,,u37,,38010.27,10.54561166535191,wn(cm-1)
Ti,2,262.865689,0.000014,262.865678,0.000011,38030.900,129,,,40027.2001,78058.1017,3d2.(3P).4p,z 4S*,3/2,3d2.(3P).4d,2P,3/2,,,u37,,38030.9,10.546154266169497,wn(cm-1)
Ti,2,262.65285,0.00012,262.652906,0.000010,38061.716,6,,,29544.4540,67606.1621,3d2.(3F).4p,z 4G*,5/2,3d2.(3F).4d,e 2G,7/2,,,u37,,38061.716,10.546964226538968,wn(cm-1)
Ti,2,262.62046,0.00005,262.620397,0.000010,38066.410,14,,,39674.7616,77741.1809,3d2.(1D).4p,z 2P*,1/2,3d2.(3P).4d,4P,3/2,,,u37,,38066.41,10.54708754495629,wn(cm-1)
Ti,2,262.53889,0.00004,262.538878,0.000012,38078.236,16,,,39674.7616,77753.0000,3d2.(1D).4p,z 2P*,1/2,3d2.(3P).4d,4P,1/2,,,u37,,38078.236,10.547398164302923,wn(cm-1)
Ti,2,262.305667,0.000014,262.305670,0.000015,38112.091,49,,,45548.9273,83661.0179,3d2.(3P).4p,y 2P*,3/2,3d2.(1G).4d,2D,5/2,,,u37,,38112.091,10.548286859851588,wn(cm-1)
Ti,2,262.26864,0.00010,262.26859,0.00005,38117.471,7,,,45548.9273,83666.406,3d2.(3P).4p,y 2P*,3/2,3d2.(1G).4d,2D,3/2,,,u37,,38117.471,10.548428012440368,wn(cm-1)
Ti,2,262.17362,0.00017,262.173640,0.000011,38131.29,4,,,39926.8192,78058.1017,3d2.(1D).4p,y 2F*,5/2,3d2.(3P).4d,2P,3/2,,,u37,,38131.29,10.548790483907972,wn(cm-1)
Ti,2,262.125280,0.000014,262.125284,0.000009,38138.317,97,,,39602.8645,77741.1809,3d2.(1D).4p,y 2D*,3/2,3d2.(3P).4d,4P,3/2,,,u37,,38138.317,10.548974751279898,wn(cm-1)
